TID,PID,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
2020-NONE,Laurie Evans-2020,Laurie Evans,Overseas,Batsman,4,UNSOLD,NONE,2020
2020-NONE,Noor Ahmad-2020,Noor Ahmad,Overseas,Bowler,3,UNSOLD,NONE,2020
2020-NONE,Will Jacks-2020,Will Jacks,Overseas,All-Rounder,3,UNSOLD,NONE,2020
2020-NONE,Anureet Singh-2020,Anureet Singh,Indian,Bowler,3,UNSOLD,NONE,2020
2020-NONE,Jalaj Saxena-2020,Jalaj Saxena,Indian,All-Rounder,3,UNSOLD,NONE,2020
2020-NONE,Jaskarandeep Singh Buttar-2020,Jaskarandeep Singh Buttar,Indian,All-Rounder,3,UNSOLD,NONE,2020
2020-NONE,David Payne-2020,David Payne,Overseas,Bowler,3,UNSOLD,NONE,2020
2020-NONE,Pradeep Sangwan-2020,Pradeep Sangwan,Indian,Bowler,3,UNSOLD,NONE,2020
2020-Chennai Super Kings,R. Sai Kishore-2020,R. Sai Kishore,Indian,Bowler,2,SOLD,Chennai Super Kings,2020
2020-Delhi Capitals,Tushar Deshpande-2020,Tushar Deshpande,Indian,Bowler,2,SOLD,Delhi Capitals,2020
2020-Delhi Capitals,Lalit Yadav-2020,Lalit Yadav,Indian,All-Rounder,2,SOLD,Delhi Capitals,2020
2020-Kings XI Punjab,Tajinder Dhillon-2020,Tajinder Dhillon,Indian,All-Rounder,2,SOLD,Kings XI Punjab,2020
2020-Kings XI Punjab,Ishan Porel-2020,Ishan Porel,Indian,Bowler,2,SOLD,Kings XI Punjab,2020
2020-Kolkata Knight Riders,Chris Green-2020,Chris Green,Overseas,All-Rounder,2,SOLD,Kolkata Knight Riders,2020
2020-Kolkata Knight Riders,Nikhil Shankar Naik-2020,Nikhil Shankar Naik,Indian,Batsman,2,SOLD,Kolkata Knight Riders,2020
2020-Kolkata Knight Riders,Pravin Tambe-2020,Pravin Tambe,Indian,Bowler,2,SOLD,Kolkata Knight Riders,2020
2020-Kolkata Knight Riders,M Siddharth-2020,M Siddharth,Indian,Bowler,2,SOLD,Kolkata Knight Riders,2020
2020-Mumbai Indians,Digvijay Deshmukh-2020,Digvijay Deshmukh,Indian,All-Rounder,2,SOLD,Mumbai Indians,2020
2020-Mumbai Indians,Prince Balwant Rai Singh-2020,Prince Balwant Rai Singh,Indian,All-Rounder,2,SOLD,Mumbai Indians,2020
2020-Mumbai Indians,Mohsin Khan-2020,Mohsin Khan,Indian,Bowler,2,SOLD,Mumbai Indians,2020
2020-Rajasthan Royals,Anirudha Ashok Joshi-2020,Anirudha Ashok Joshi,Indian,All-Rounder,2,SOLD,Rajasthan Royals,2020
2020-Rajasthan Royals,Akash Singh-2020,Akash Singh,Indian,Bowler,2,SOLD,Rajasthan Royals,2020
2020-Royal Challengers Bangalore,Shahbaz Ahamad-2020,Shahbaz Ahamad,Indian,Batsman,2,SOLD,Royal Challengers Bangalore,2020
2020-Royal Challengers Bangalore,Joshua Philippe-2020,Joshua Philippe,Overseas,Batsman,2,SOLD,Royal Challengers Bangalore,2020
2020-Royal Challengers Bangalore,Pavan Deshpande-2020,Pavan Deshpande,Indian,All-Rounder,2,SOLD,Royal Challengers Bangalore,2020
2020-Sunrisers Hyderabad,Sandeep Bavanaka-2020,Sandeep Bavanaka,Indian,All-Rounder,2,SOLD,Sunrisers Hyderabad,2020
2020-Sunrisers Hyderabad,Sanjay Yadav-2020,Sanjay Yadav,Indian,All-Rounder,2,SOLD,Sunrisers Hyderabad,2020
2020-Sunrisers Hyderabad,Abdul Samad-2020,Abdul Samad,Indian,All-Rounder,2,SOLD,Sunrisers Hyderabad,2020
2020-NONE,Pravin Dubey-2020,Pravin Dubey,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Shams Mulani-2020,Shams Mulani,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Sumit Kumar-2020,Sumit Kumar,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Aryan Juyal-2020,Aryan Juyal,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Lalit Yadav-2020,Lalit Yadav,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Kuldeep Sen-2020,Kuldeep Sen,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Harpreet Bhatia-2020,Harpreet Bhatia,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Rohan Kadam-2020,Rohan Kadam,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Manjot Kalra-2020,Manjot Kalra,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Shahrukh Khan-2020,Shahrukh Khan,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,George Garton-2020,George Garton,Overseas,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Daniel Sams-2020,Daniel Sams,Overseas,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Rahul Shukla-2020,Rahul Shukla,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Ankush Bains-2020,Ankush Bains,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Kona Srikar Bharat-2020,Kona Srikar Bharat,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Yudhvir Charak-2020,Yudhvir Charak,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Kedar Devdhar-2020,Kedar Devdhar,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Vishnu Vinod-2020,Vishnu Vinod,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Sujit Nayak-2020,Sujit Nayak,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Nathan Ellis-2020,Nathan Ellis,Overseas,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Vaibhav Arora-2020,Vaibhav Arora,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Saurabh Dubey-2020,Saurabh Dubey,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Kulwant Khejroliya-2020,Kulwant Khejroliya,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,K.C Cariappa-2020,K.C Cariappa,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Midhun Sudhesan-2020,Midhun Sudhesan,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Ayush Badoni-2020,Ayush Badoni,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Ayush Jamwal-2020,Ayush Jamwal,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Prayas Ray Barman-2020,Prayas Ray Barman,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Ripal Patel-2020,Ripal Patel,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Abhimanyu Rana-2020,Abhimanyu Rana,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Prashant Chopra-2020,Prashant Chopra,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Kshitiz Sharma-2020,Kshitiz Sharma,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Shubhang Hegde-2020,Shubhang Hegde,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Nitin Sharma-2020,Nitin Sharma,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Mayank Dagar-2020,Mayank Dagar,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Akshay Solanki-2020,Akshay Solanki,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,C Hari Nishaanth-2020,C Hari Nishaanth,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Pranshu Vijayran-2020,Pranshu Vijayran,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Nikhil Chaudhary-2020,Nikhil Chaudhary,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Roosh Kalaria-2020,Roosh Kalaria,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Rajat Choudhary-2020,Rajat Choudhary,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Akshay Karnewar-2020,Akshay Karnewar,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Dafedar Khizar Anwar-2020,Dafedar Khizar Anwar,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Dharmendrasinh Jadeja-2020,Dharmendrasinh Jadeja,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Aman Khan-2020,Aman Khan,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Vishal Kushwah-2020,Vishal Kushwah,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Prerak Mankad-2020,Prerak Mankad,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Akshdeep Nath-2020,Akshdeep Nath,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Dhrumil Matkar-2020,Dhrumil Matkar,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Avi Barot-2020,Avi Barot,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Ramandeep Singh-2020,Ramandeep Singh,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Shubham Ranjane-2020,Shubham Ranjane,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,M Abhinav-2020,M Abhinav,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Arjun Azad-2020,Arjun Azad,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Nachiket Bhute-2020,Nachiket Bhute,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Corbin Bosch-2020,Corbin Bosch,Overseas,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Sumit Kumar-2020,Sumit Kumar,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Shaik Ismail-2020,Shaik Ismail,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Dhruv Shorey-2020,Dhruv Shorey,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Anmol Malhotra-2020,Anmol Malhotra,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Jack Prestwidge-2020,Jack Prestwidge,Overseas,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Swapnil Singh-2020,Swapnil Singh,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Yash Rathod-2020,Yash Rathod,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Smit Patel-2020,Smit Patel,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Pratyush Singh-2020,Pratyush Singh,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Saurabh Rawat-2020,Saurabh Rawat,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Jitesh Sharma-2020,Jitesh Sharma,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Mayank Sidhu-2020,Mayank Sidhu,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Sheldon Jackson-2020,Sheldon Jackson,Overseas,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Nandre Burger-2020,Nandre Burger,Overseas,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Jake Weatherald-2020,Jake Weatherald,Overseas,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Stephen Chipurupalli-2020,Stephen Chipurupalli,Overseas,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Robin Bist-2020,Robin Bist,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Yash Dayal-2020,Yash Dayal,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,C.V Milind-2020,C.V Milind,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,G Periyasamy-2020,G Periyasamy,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Chetan Sakariya-2020,Chetan Sakariya,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Pradeep Thippeswamy-2020,Pradeep Thippeswamy,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Agniv Pan-2020,Agniv Pan,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Tanveer Ul haq-2020,Tanveer Ul haq,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Mihir Hirwani-2020,Mihir Hirwani,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,S Manigandan-2020,S Manigandan,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Luvnith Sisodia-2020,Luvnith Sisodia,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Shiva Singh-2020,Shiva Singh,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Ajay Sonu T-2020,Ajay Sonu T,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Sagar Udeshi-2020,Sagar Udeshi,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Upendra Singh Yadav-2020,Upendra Singh Yadav,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Armaan Jaffer-2020,Armaan Jaffer,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Siddharth Krishnamurthy-2020,Siddharth Krishnamurthy,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Rajat Patidar-2020,Rajat Patidar,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Shubham Singh Pundir-2020,Shubham Singh Pundir,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Sachin Baby-2020,Sachin Baby,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Himanshu Rana-2020,Himanshu Rana,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Ekant Sen-2020,Ekant Sen,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Ali Khan-2020,Ali Khan,Overseas,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Rajesh Bishnoi-2020,Rajesh Bishnoi,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Subhranshu Senapati-2020,Subhranshu Senapati,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Baba Aparajith-2020,Baba Aparajith,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Unmukt Chand-2020,Unmukt Chand,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Gerald Coetzee-2020,Gerald Coetzee,Overseas,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Tanmay Mishra-2020,Tanmay Mishra,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Lukman Hussain Meriwala-2020,Lukman Hussain Meriwala,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Priyank Panchal-2020,Priyank Panchal,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Vishnu Solanki-2020,Vishnu Solanki,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Chaitanya Bishnoi-2020,Chaitanya Bishnoi,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Gourav Yadav-2020,Gourav Yadav,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Ankit Kaushik-2020,Ankit Kaushik,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Chandrapal Chundawat-2020,Chandrapal Chundawat,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Azim Kazi-2020,Azim Kazi,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,M Mohammed-2020,M Mohammed,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Zeeshan Ansari-2020,Zeeshan Ansari,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Satyajeet Bachhav-2020,Satyajeet Bachhav,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Ankit Sharma-2020,Ankit Sharma,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Tejas Singh Baroka-2020,Tejas Singh Baroka,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Utkarsh Singh-2020,Utkarsh Singh,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Shivil Kaushik-2020,Shivil Kaushik,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Harsh Tyagi-2020,Harsh Tyagi,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Pradeep Sahu-2020,Pradeep Sahu,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Aniket Choudhary-2020,Aniket Choudhary,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Puneet Datey-2020,Puneet Datey,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Karanveer Singh-2020,Karanveer Singh,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Akash Deep-2020,Akash Deep,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Sayan Ghosh-2020,Sayan Ghosh,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Chemar Holder-2020,Chemar Holder,Overseas,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Vivek Singh-2020,Vivek Singh,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Gurinder Singh-2020,Gurinder Singh,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Mukesh Choudhary-2020,Mukesh Choudhary,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Matt Kelly-2020,Matt Kelly,Overseas,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Arafat Khan-2020,Arafat Khan,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Zahoor Khan-2020,Zahoor Khan,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Sushant Mishra-2020,Sushant Mishra,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Kanishk Seth-2020,Kanishk Seth,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Mayank Rawat-2020,Mayank Rawat,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Arzan Nagwaswalla-2020,Arzan Nagwaswalla,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Max Bryant-2020,Max Bryant,Overseas,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Safvan Patel-2020,Safvan Patel,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Rahul Gahlaut-2020,Rahul Gahlaut,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Prithvi Raj Yarra-2020,Prithvi Raj Yarra,Indian,Bowler,2,UNSOLD,NONE,2020
2020-NONE,Shivam Chauhan-2020,Shivam Chauhan,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Abhimanyu Easwaran-2020,Abhimanyu Easwaran,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Salman Khan-2020,Salman Khan,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Naushad Shaikh-2020,Naushad Shaikh,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Sharad Lumba-2020,Sharad Lumba,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Pratham Singh-2020,Pratham Singh,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Shivam Bhambri-2020,Shivam Bhambri,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Ricky Bhui-2020,Ricky Bhui,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Marco Marais-2020,Marco Marais,Overseas,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Hiten Dalal-2020,Hiten Dalal,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Shubham Khajuria-2020,Shubham Khajuria,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Himmat Singh-2020,Himmat Singh,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Amandeep Khare-2020,Amandeep Khare,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,R Samarth-2020,R Samarth,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,George Munsey-2020,George Munsey,Overseas,Batsman,2,UNSOLD,NONE,2020
2020-NONE,Arun Karthick-2020,Arun Karthick,Indian,Batsman,2,UNSOLD,NONE,2020
2020-NONE,N.Tilak Varma-2020,N.Tilak Varma,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Himanshu Bisht-2020,Himanshu Bisht,Indian,All-Rounder,2,UNSOLD,NONE,2020
2020-NONE,Rohit Damodaran-2020,Rohit Damodaran,Indian,All-Rounder,2,UNSOLD,NONE,2020
2019-Kings XI Punjab,Varun Chakaravarthy-2019,Varun Chakaravarthy,Indian,All-Rounder,84,SOLD,Kings XI Punjab,2019
2019-Rajasthan Royals,Jaydev Unadkat-2019,Jaydev Unadkat,Indian,Bowler,84,SOLD,Rajasthan Royals,2019
2019-Kings XI Punjab,Sam Curran-2019,Sam Curran,Overseas,All-Rounder,72,SOLD,Kings XI Punjab,2019
2019-Delhi Capitals,Colin Ingram-2019,Colin Ingram,Overseas,Batsman,64,SOLD,Delhi Capitals,2019
2019-Chennai Super Kings,Mohit Sharma-2019,Mohit Sharma,Indian,Bowler,50,SOLD,Chennai Super Kings,2019
2019-Delhi Capitals,Axar Rajesh Patel-2019,Axar Rajesh Patel,Indian,All-Rounder,50,SOLD,Delhi Capitals,2019
2019-Kolkata Knight Riders,Carlos Brathwaite-2019,Carlos Brathwaite,Overseas,All-Rounder,50,SOLD,Kolkata Knight Riders,2019
2019-Royal Challengers Bangalore,Shivam Dube-2019,Shivam Dube,Indian,All-Rounder,50,SOLD,Royal Challengers Bangalore,2019
2019-Kings XI Punjab,Mohammad Shami-2019,Mohammad Shami,Indian,Bowler,48,SOLD,Kings XI Punjab,2019
2019-Kings XI Punjab,Prabhsimran Singh-2019,Prabhsimran Singh,Indian,Batsman,48,SOLD,Kings XI Punjab,2019
2019-Kings XI Punjab,Nicolas Pooran-2019,Nicolas Pooran,Overseas,Batsman,42,SOLD,Kings XI Punjab,2019
2019-Royal Challengers Bangalore,Shimron Hetmyer-2019,Shimron Hetmyer,Overseas,Batsman,42,SOLD,Royal Challengers Bangalore,2019
2019-Royal Challengers Bangalore,Akshdeep Nath-2019,Akshdeep Nath,Indian,All-Rounder,36,SOLD,Royal Challengers Bangalore,2019
2019-Mumbai Indians,Barinder Singh Sran-2019,Barinder Singh Sran,Indian,Bowler,34,SOLD,Mumbai Indians,2019
2019-Rajasthan Royals,Varun Aaron-2019,Varun Aaron,Overseas,Bowler,24,SOLD,Rajasthan Royals,2019
2019-Sunrisers Hyderabad,Jonny Bairstow-2019,Jonny Bairstow,Overseas,Batsman,22,SOLD,Sunrisers Hyderabad,2019
2019-Delhi Capitals,Hanuma Vihari-2019,Hanuma Vihari,Indian,Batsman,20,SOLD,Delhi Capitals,2019
2019-Delhi Capitals,Sherfane Rutherford-2019,Sherfane Rutherford,Overseas,All-Rounder,20,SOLD,Delhi Capitals,2019
2019-Mumbai Indians,Lasith Malinga-2019,Lasith Malinga,Overseas,Bowler,20,SOLD,Mumbai Indians,2019
2019-NONE,Brendon McCullum-2019,Brendon McCullum,Overseas,Batsman,20,UNSOLD,NONE,2019
2019-NONE,Chris Woakes-2019,Chris Woakes,Overseas,All-Rounder,20,UNSOLD,NONE,2019
2019-NONE,Shaun Marsh-2019,Shaun Marsh,Overseas,Batsman,20,UNSOLD,NONE,2019
2019-NONE,Corey Anderson-2019,Corey Anderson,Overseas,All-Rounder,20,UNSOLD,NONE,2019
2019-NONE,Angelo Mathews-2019,Angelo Mathews,Overseas,All-Rounder,20,UNSOLD,NONE,2019
2019-NONE,Darcy Short-2019,Darcy Short,Overseas,All-Rounder,20,UNSOLD,NONE,2019
2019-NONE,Eoin Morgan-2019,Eoin Morgan,Overseas,Batsman,20,UNSOLD,NONE,2019
2019-Kolkata Knight Riders,Lockie Ferguson-2019,Lockie Ferguson,Overseas,Bowler,16,SOLD,Kolkata Knight Riders,2019
2019-Royal Challengers Bangalore,Prayas Ray Barman-2019,Prayas Ray Barman,Indian,All-Rounder,15,SOLD,Royal Challengers Bangalore,2019
2019-NONE,Alex Hales-2019,Alex Hales,Overseas,Batsman,15,UNSOLD,NONE,2019
2019-NONE,Rilee Rossouw-2019,Rilee Rossouw,Overseas,Batsman,15,UNSOLD,NONE,2019
2019-NONE,James Faulkner-2019,James Faulkner,Overseas,All-Rounder,15,UNSOLD,NONE,2019
2019-NONE,Morne Morkel-2019,Morne Morkel,Overseas,Bowler,15,UNSOLD,NONE,2019
2019-NONE,Dale Steyn-2019,Dale Steyn,Overseas,Bowler,15,UNSOLD,NONE,2019
2019-NONE,Alex Carey-2019,Alex Carey,Overseas,Batsman,15,UNSOLD,NONE,2019
2019-NONE,Liam Dawson-2019,Liam Dawson,Overseas,All-Rounder,15,UNSOLD,NONE,2019
2019-NONE,Luke Wright-2019,Luke Wright,Overseas,Batsman,15,UNSOLD,NONE,2019
2019-Sunrisers Hyderabad,Wriddhiman Saha-2019,Wriddhiman Saha,Indian,Batsman,12,SOLD,Sunrisers Hyderabad,2019
2019-Delhi Capitals,Ishant Sharma-2019,Ishant Sharma,Indian,Bowler,11,SOLD,Delhi Capitals,2019
2019-Rajasthan Royals,Oshane Thomas-2019,Oshane Thomas,Overseas,Bowler,11,SOLD,Rajasthan Royals,2019
2019-Kings XI Punjab,Moises Henriques-2019,Moises Henriques,Overseas,All-Rounder,10,SOLD,Kings XI Punjab,2019
2019-Kolkata Knight Riders,Joe Denly-2019,Joe Denly,Overseas,Batsman,10,SOLD,Kolkata Knight Riders,2019
2019-Mumbai Indians,Yuvraj Singh-2019,Yuvraj Singh,Indian,All-Rounder,10,SOLD,Mumbai Indians,2019
2019-Sunrisers Hyderabad,Martin Guptill-2019,Martin Guptill,Overseas,Batsman,10,SOLD,Sunrisers Hyderabad,2019
2019-NONE,Chris Jordan-2019,Chris Jordan,Overseas,All-Rounder,10,UNSOLD,NONE,2019
2019-NONE,Adam Zampa-2019,Adam Zampa,Overseas,Bowler,10,UNSOLD,NONE,2019
2019-NONE,Hashim Amla-2019,Hashim Amla,Overseas,Batsman,10,UNSOLD,NONE,2019
2019-NONE,Usman Khawaja-2019,Usman Khawaja,Overseas,Batsman,10,UNSOLD,NONE,2019
2019-NONE,Dan Christian-2019,Dan Christian,Overseas,All-Rounder,10,UNSOLD,NONE,2019
2019-NONE,Kane Richardson-2019,Kane Richardson,Overseas,Bowler,10,UNSOLD,NONE,2019
2019-NONE,Ben Laughlin-2019,Ben Laughlin,Overseas,Bowler,10,UNSOLD,NONE,2019
2019-NONE,James Pattinson-2019,James Pattinson,Overseas,Bowler,10,UNSOLD,NONE,2019
2019-NONE,Jean-Paul Duminy-2019,Jean-Paul Duminy,Overseas,All-Rounder,10,UNSOLD,NONE,2019
2019-NONE,Mark Wood-2019,Mark Wood,Overseas,Bowler,10,UNSOLD,NONE,2019
2019-NONE,Steven Finn-2019,Steven Finn,Overseas,Bowler,10,UNSOLD,NONE,2019
2019-Mumbai Indians,Anmolpreet Singh-2019,Anmolpreet Singh,Indian,Batsman,8,SOLD,Mumbai Indians,2019
2019-Kings XI Punjab,Hardus Viljoen-2019,Hardus Viljoen,Overseas,Bowler,7.5,SOLD,Kings XI Punjab,2019
2019-Kolkata Knight Riders,Harry Gurney-2019,Harry Gurney,Overseas,Bowler,7.5,SOLD,Kolkata Knight Riders,2019
2019-NONE,Naman Ojha-2019,Naman Ojha,Indian,Batsman,7.5,UNSOLD,NONE,2019
